"sponsor","district","party","number","short_description","chamber","last_action","last_action_date"
"Antonio Muñoz","1","D","AM500","APPOINT-SPENCER LEAK, SR.","S","Withdrawn Pursuant Rule 10-2 (f)","2/19/2013"
"Antonio Muñoz","1","D","AM501","APPOINT-HOWARD A. LEARNER","S","Withdrawn Pursuant Rule 10-2 (f)","10/21/2013"
"Antonio Muñoz","1","D","AM502","APPOINT - CARRIE K. ZALEWSKI","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM503","APPOINT - BRANDON J. ZANOTTI","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM504","APPOINT - NANCY BETH LINDSAY","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM505","APPOINT - DOUGLAS J. HOLLAND","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM506","APPT-GEORGE JAMES ANDROS, JR.","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM507","APPOINT - GERALD A. GRANADA","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM508","APPOINT - PETER M. O'MALLEY","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM509","APPOINT-NEVA S. NEAL MUNDSTOCK","S","Withdrawn Pursuant Rule 10-2 (f)","2/20/2013"
"Antonio Muñoz","1","D","AM510","APPOINT - STEPHEN J. MATHIS","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM511","APPOINT - LEE A. GOULD","S","Appointment Confirmed","10/22/2013"
"Antonio Muñoz","1","D","AM512","APPOINT - MAUREEN H. PULIA","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM513","APPOINT - DEANNA J. DEMUZIO","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM514","APPOINT - JOHN GARY FENCIK","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM515","APPOINT - JOHN J. HARTNETT","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM516","APPOINT-SHARON U. THOMPSON","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM517","APPT-ROBERT ANTHONY CHRISTIAN","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM518","APPOINT - PAUL SCHAEFER","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM519","APPOINT - GEOFFREY A. RICHARDS","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM520","APPOINT - ENRIQUE M. VASQUEZ","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM521","APPOINT - BETHANY DEL GALDO","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM522","APPOINT - CURTIS W. BRADSHAW","S","Appt Confirmed, Pursuant Article V, Sect 9(a) of the ILL Constitution","10/22/2013"
"Antonio Muñoz","1","D","AM523","APPOINT - TERRY BRUCE","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM524","APPOINT - PAUL L. LANGER","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM525","APPOINT-SODIQA ROSE WILLIAMS","S","Appointment Confirmed","10/22/2013"
"Antonio Muñoz","1","D","AM526","APPOINT - JACOB G. RENDLEMAN","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM527","APPOINTS GREGORY SRONCE","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM528","APPOINTS-WILLIAM M THOMAS","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM529","APPOINTS WILLIAM C NORTON","S","Appt Confirmed, Pursuant Article V, Sect 9(a) of the ILL Constitution","10/22/2013"
"Antonio Muñoz","1","D","AM530","APPOINTS-ROBERT G SCHIEWE JR","S","Appointment Confirmed","5/2/2013"
"Antonio Muñoz","1","D","AM531","APPOINTMENT DONALD SHELTON","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM532","APPOINT - RAUL A. RECAREY","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM533","APPOINT - UNTRESS LAMONT QUINN","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM534","APPOINT - SUSAN M. KEEGAN","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM535","APPOINT - G. VIRGINIA CONLEE","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM536","APPOINT - CATHY CONTARINO","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM537","APPOINT - MORDECAI TESSLER","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM538","APPOINT - LERRY KNOX","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM539","APPOINT - PHILIP C. BRADLEY","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM540","APPOINT - KATHRYN J. OLSON","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM541","APPOINT - RONALD S. EAKER","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM542","APPOINT - BRENT HANFLING","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM543","APPOINT - ALYSSA KNOBEL","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM544","APPOINT - THOMAS MCLEARY","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM545","APPOINT - QUENTIN YOUNG","S","Appointment Confirmed","10/22/2013"
"Antonio Muñoz","1","D","AM546","APPOINT - MICHAEL EVERETT","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM547","APPOINT - PAUL R.T. JOHNSON","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM548","APPOINT - RICHARD FIGUEROA","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM549","APPOINT - CRAIG MCCROHON","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM550","APPOINT - MANUEL FLORES","S","Appt Confirmed, Pursuant Article V, Sect 9(a) of the ILL Constitution Executive Appointments","10/22/2013"
"Antonio Muñoz","1","D","AM551","APPOINT - MARIA N. SALDANA","S","Appointment Confirmed","10/22/2013"
"Antonio Muñoz","1","D","AM552","APPOINT - MERRI DEE","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM553","APPOINT - LARAINE E. BRYSON","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM554","APPOINT - KAREN PHELAN","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM555","APPOINT - CAROLYN C. LOPEZ","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM556","APPOINT - JEROME D. O'LEARY","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM557","APPOINT - TERESA GARATE","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM558","APPOINT - ADAM POLLET","S","Appt Confirmed, Pursuant Article V, Sect 9(a) of the ILL Constitution","10/22/2013"
"Antonio Muñoz","1","D","AM559","APPOINT - BRADLEY A. ZELLER","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM560","APPOINT - EDWARD LEONARD, SR.","S","Appointment Confirmed","3/1/2013"
"Antonio Muñoz","1","D","AM561","APPOINT - THOMAS L. VAN HOOK","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM562","APPOINT - FREDERICK D. FLORETH","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM563","APPOINT - FREDERICK D. FLORETH","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM564","APPOINT - DANIEL DENEEN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM565","APPOINT - JOHN R. CORNEILLE","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM566","APPOINT - JOHN PAUL COOKSEY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM567","APPOINT - DAWN A. CONOLLY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM568","APPOINT - JOSEPH M. CERNUGEL","S","Placed on Calendar Order of Executive Appointments April 2, 2014","4/1/2014"
"Antonio Muñoz","1","D","AM569","APPOINT - VALERIE LEE BURD","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM570","APPOINT - JOHN P. BROWN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM571","APPOINT - JANET BREWER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM572","APPOINT - R. M. BASSETT BUTLER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM573","APPOINT - CANDICE JONES","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM574","APPOINT - EDWARD PACILLI","S","Placed on Calendar Order of Executive Appointments April 2, 2014","4/1/2014"
"Antonio Muñoz","1","D","AM575","APPOINT - JUDITH A. MYERS","S","Placed on Calendar Order of Executive Appointments April 2, 2014","4/1/2014"
"Antonio Muñoz","1","D","AM576","APPOINT - BRAD COLE","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM577","APPOINT - PAUL S. BESSON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM578","APPOINT - MICHAEL G. COLI","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM579","APPOINT - RENEE FRIEDMAN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM580","APPOINT - THOMAS ALLISON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM581","APPOINT - MATTHEW J. STROPES","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM582","APPOINT - ANDREW RUSSELL","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM583","APPOINT - JANE O'MELIA","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM584","APPOINT - RITA O'DONNELL","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM585","APPOINT - ROY GIBSON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM586","APPOINT - JAMES MONTANA","S","Placed on Calendar Order of Executive Appointments April 2, 2014","4/1/2014"
"Antonio Muñoz","1","D","AM587","APPOINT - JOSE LOPEZ","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM588","APPOINT - FRANCIS PADILLA","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM589","APPOINT - ROBERT LEWIS","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM590","APPOINT - ANTHONY GARIPPO","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM591","APPOINT - ROBERT KARR","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM592","APPOINT - ROGER HOLLOWAY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM593","APPOINT - ROBERTO CARMONA","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM594","APPOINT - JORGE RAMIREZ","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM595","APPOINT - PETER NEWELL","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM596","APPOINT - ROBERT KARR","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM597","APPOINT - MATTHEW J. STROPES","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM598","APPOINT - PETER J. O'BRIEN, SR","S","Placed on Calendar Order of Executive Appointments April 2, 2014","4/1/2014"
"Antonio Muñoz","1","D","AM599","APPOINT - JEREMY GOTTSCHALK","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM600","APPOINT - PHILIP DRAY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM601","APPOINT - CRAIG NIEDERBERGER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM602","APPOINT - DAVID EPSTEIN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM603","APPOINT - CURTIS FORD","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM604","APPOINT - DR. JOSEPH W. SZOKOL","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM605","APPOINT - RICHARD R. FAY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM606","APPOINT - D. JEANIE COOKE","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM607","APPOINT - JULIA S. BACHRACH","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM608","APPOINT - SUNNY FISCHER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM609","APPOINT - DOUGLAS P. SCOTT","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM610","APPOINT - DENISE KANE","S","Referred to Assignments","3/19/2014"
"Antonio Muñoz","1","D","AM611","APPOINT - JULIE HAMOS","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM612","APPOINT - MANUEL FLORES","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM613","APPOINT - STEPHEN B. SCHNORF","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM614","APPOINT - THOMAS MCCAULEY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM615","APPOINT - JOHN SPRING","S","Referred to Assignments","4/7/2014"
"Antonio Muñoz","1","D","AM616","APPOINT - PATRICK GIBBS","S","Withdrawn Pursuant Rule 10-2 (f)","4/16/2014"
"Antonio Muñoz","1","D","AM617","APPOINT - MARK HARRIS","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM618","APPOINT - SHEILA HENRETTA","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM619","APPOINT - PATRICK GIBBS","S","Withdrawn Pursuant Rule 10-2 (f)","4/16/2014"
"Antonio Muñoz","1","D","AM620","APPOINT - ORION SAMUELSON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM621","APPOINT - BOBBIE M. GREGG","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM622","APPOINT - MARLENE O. RANKIN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM623","APPOINT - WYNNE' CROSBY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM624","APPOINT-WILLIAM A. LOWRY, SR.","S","Referred to Assignments","5/6/2014"
"Antonio Muñoz","1","D","AM625","APPT - SELAMAWI ""MAWI"" ASGEDOM","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM626","APPOINT - JIM BURNS","S","Referred to Assignments","5/6/2014"
"Antonio Muñoz","1","D","AM627","APPOINT - RON ETTINGER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM628","APPOINT - DOUGLAS MATZNER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM629","APPOINT - VAN BITNER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM630","APPOINT - WAYNE C. JOHNSON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM631","APPOINT - GERALD FABRIZIUS","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM632","APPOINT - MATTHEW BROLLEY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM633","APPOINT - PATRICK WALSH","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM634","APPOINT - MERCEDES RAUEN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM635","APPOINT - PHILICIA DECKARD","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM636","APPOINT - PATRICK KRONENWETTER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM637","APPOINT - SARA KLAAS","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM638","APPOINT - ROBERT COOK","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM639","APPOINT - DAVID CHEN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM640","APPOINT - JENNIFER BRAUCH","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM641","APPOINT - CLARINDA VALENTINE","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM642","APPOINT - J. FRATTIANI-ATSAVES","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM643","APPOINT - DAVID KANE","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM644","APPOINT - L. THOMPSON-SMITH","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM645","APPOINT - ROBERT FALCIONI","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM646","APPOINT - MILTON BLACK","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM647","APPOINT - ANTHONY ERBACCI","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM648","APPOINT - JENNIFER A. BURKE","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM649","APPOINT - CARRIE K. ZALEWSKI","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM650","APPOINT - NATALIE SCRUTON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM651","APPOINT - DIANE YOHNKA JORSTAD","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM652","APPOINT - KEITH L. WEST","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM653","APPOINT - HEATHER GOINES","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM654","APPOINT - DANNY J. SILVERTHORN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM655","APPOINT - ERICA J. BORGGREN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM656","APPOINT - RODRIGO GARCIA","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM657","APPOINT - YASMIN BATES-BROWN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM658","APPOINT - MICHAEL H. PRUETER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM659","APPOINT - RODOLFO VALDEZ","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM660","APPOINT - KATIE PRATT","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM661","APPOINT - REBECCA ROPP","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM662","APPOINT - RICHARD STEFFEN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM663","APPOINT - DONALD E. PUCHALSKI","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM664","APPOINT - ANJUM SAYYAD","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM665","APPOINT - DAWN WENTAR HENRY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM666","APPOINT - MARCIA CAMPBELL","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM667","APPOINT - MICHAEL STEVENS","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM668","APPOINT - JORGE RAMIREZ","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM669","APPOINT - KATRINA MARKOFF","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM670","APPOINT - SAGAR PATEL","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM671","APPOINT - JOHN L. LENGERMAN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM672","APPOINT - AKIRA (KEVIN) KOYASU","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM673","APPOINT - MELINDA KELLY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM674","APPOINT - JOSHUA CARTER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM675","APPOINT - KARL BARNHART","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM676","APPOINT - LARRY ALTENBAUMER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM677","APPOINT - GARY GABRIELSEN","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM678","APPOINT - ORION SAMUELSON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM679","APPOINT - WILLIAM L. BERRY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM680","APPOINT - DONALD DEDOBBELAERE","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM681","APPT-MELINDA SPITZER JOHNSTON","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM682","APPOINT - MELODY COOPER","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM683","APPOINT - MARIA BOCANEGRA","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM684","APPOINT - STEPHEN FRIEDMAN","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM685","APPOINT - STEVEN FRUTH","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM686","APPOINT - MICHAEL NOWAK","S","Referred to Assignments","12/2/2014"
"Antonio Muñoz","1","D","AM687","APPOINT - PARKER BANE","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM688","APPOINT - NANCY M. NEWBY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM689","APPOINT - KIMBERLEY A. BOBO","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM690","APPOINT - RONALD RASCIA","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM691","APPOINT-MARY RICHARDSON-LOWRY","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Antonio Muñoz","1","D","AM692","APPOINT - MICHAEL LATZ","S","Withdrawn Pursuant Rule 10-2 (f)","1/12/2015"
"Matt Murphy","27","R","SB1222","LOCAL GOV EMPLOYEE-RAISE","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1223","PENSION FUNDING & FAIRNESS","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1224","PEN CD-SALARY-NO SICK/VACATION","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1248","SCHOOL CHOICE ACT","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1308","PROP TX-PAYMENT FREEZE","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1309","PROP TX-SENIOR HOMESTEAD","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1472","PROCUREMENT-VETERAN PREFERENCE","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1473","BILLS-MAJORITY MEMBERS SPONSOR","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1524","WINDOW TINTS","S","Public Act . . . . . . . . . 98-0153","8/2/2013"
"Matt Murphy","27","R","SB1672","INC TX-R & D CREDIT","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1673","GOMB-FUNDS-TRANSPARENT WEBSITE","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1675","U.S. SENATOR SPECIAL ELECTION","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1676","ELECTIONS-NOMINATION VACANCY","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1677","INCOME TAX-REDUCE RATE","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1691","WATER RECLAM DIST EXPANSION","S","Public Act . . . . . . . . . 98-0155","8/2/2013"
"Matt Murphy","27","R","SB1967","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB1983","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB2346","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB2382","GRANT RECIPIENT CONTRIBUTIONS","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB3177","UNIFORM POLICE REPORT-TECH","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB3462","COMPT-REPORT-DELINQUENT BILLS","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB3498","PROPERTY TAX-2% ASSESSMENT CAP","S","Session Sine Die","1/13/2015"
